"","category","term","ontology"
"3135","GO:0008424","glycoprotein 6-alpha-L-fucosyltransferase activity","MF"
"3136","GO:0008425","2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF"
"3137","GO:0008428","ribonuclease inhibitor activity","MF"
"3138","GO:0008429","phosphatidylethanolamine binding","MF"
"3139","GO:0008432","JUN kinase binding","MF"
"3140","GO:0008440","inositol-1,4,5-trisphosphate 3-kinase activity","MF"
"3141","GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","MF"
"3142","GO:0008442","3-hydroxyisobutyrate dehydrogenase activity","MF"
"3143","GO:0008443","phosphofructokinase activity","MF"
"3144","GO:0008444","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity","MF"
"3145","GO:0008445","D-aspartate oxidase activity","MF"
"3146","GO:0008446","GDP-mannose 4,6-dehydratase activity","MF"
"3147","GO:0008448","N-acetylglucosamine-6-phosphate deacetylase activity","MF"
"3148","GO:0008452","RNA ligase activity","MF"
"3149","GO:0008453","alanine-glyoxylate transaminase activity","MF"
"3150","GO:0008454","alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","MF"
"3151","GO:0008455","alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF"
"3152","GO:0008456","alpha-N-acetylgalactosaminidase activity","MF"
"3153","GO:0008457","beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity","MF"
"3154","GO:0008458","carnitine O-octanoyltransferase activity","MF"
"3155","GO:0008459","chondroitin 6-sulfotransferase activity","MF"
"3156","GO:0008460","dTDP-glucose 4,6-dehydratase activity","MF"
"3157","GO:0008465","glycerate dehydrogenase activity","MF"
"3158","GO:0008466","glycogenin glucosyltransferase activity","MF"
"3159","GO:0008467","[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity","MF"
"3160","GO:0008469","histone-arginine N-methyltransferase activity","MF"
"3161","GO:0008470","isovaleryl-CoA dehydrogenase activity","MF"
"3162","GO:0008474","palmitoyl-(protein) hydrolase activity","MF"
"3163","GO:0008475","procollagen-lysine 5-dioxygenase activity","MF"
"3164","GO:0008477","purine nucleosidase activity","MF"
"3165","GO:0008478","pyridoxal kinase activity","MF"
"3166","GO:0008479","queuine tRNA-ribosyltransferase activity","MF"
"3167","GO:0008480","sarcosine dehydrogenase activity","MF"
"3168","GO:0008481","sphinganine kinase activity","MF"
"3169","GO:0008482","sulfite oxidase activity","MF"
"3170","GO:0008483","transaminase activity","MF"
"3171","GO:0008484","sulfuric ester hydrolase activity","MF"
"3172","GO:0008486","diphosphoinositol-polyphosphate diphosphatase activity","MF"
"3173","GO:0008488","gamma-glutamyl carboxylase activity","MF"
"3174","GO:0008489","UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity","MF"
"3175","GO:0008494","translation activator activity","MF"
"3176","GO:0008495","protoheme IX farnesyltransferase activity","MF"
"3177","GO:0008499","UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity","MF"
"3178","GO:0008502","melatonin receptor activity","MF"
"3179","GO:0008503","benzodiazepine receptor activity","MF"
"3180","GO:0008504","monoamine transmembrane transporter activity","MF"
"3181","GO:0008506","sucrose:proton symporter activity","MF"
"3182","GO:0008508","bile acid:sodium symporter activity","MF"
"3183","GO:0008509","anion transmembrane transporter activity","MF"
"3184","GO:0008510","sodium:bicarbonate symporter activity","MF"
"3185","GO:0008511","sodium:potassium:chloride symporter activity","MF"
"3186","GO:0008513","secondary active organic cation transmembrane transporter activity","MF"
"3187","GO:0008514","organic anion transmembrane transporter activity","MF"
"3188","GO:0008515","sucrose transmembrane transporter activity","MF"
"3189","GO:0008517","folic acid transmembrane transporter activity","MF"
"3190","GO:0008519","ammonium transmembrane transporter activity","MF"
"3191","GO:0008520","L-ascorbate:sodium symporter activity","MF"
"3192","GO:0008521","acetyl-CoA transmembrane transporter activity","MF"
"3193","GO:0008525","phosphatidylcholine transporter activity","MF"
"3194","GO:0008526","phosphatidylinositol transfer activity","MF"
"3195","GO:0008528","G protein-coupled peptide receptor activity","MF"
"3196","GO:0008531","riboflavin kinase activity","MF"
"3197","GO:0008532","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity","MF"
"3198","GO:0008534","oxidized purine nucleobase lesion DNA N-glycosylase activity","MF"
"3199","GO:0008535","respiratory chain complex IV assembly","BP"
"3200","GO:0008540","proteasome regulatory particle, base subcomplex","CC"
"3201","GO:0008541","proteasome regulatory particle, lid subcomplex","CC"
"3202","GO:0008542","visual learning","BP"
"3203","GO:0008543","fibroblast growth factor receptor signaling pathway","BP"
"3204","GO:0008544","epidermis development","BP"
"3205","GO:0008545","JUN kinase kinase activity","MF"
"3206","GO:0008551","cadmium transmembrane transporter activity, phosphorylative mechanism","MF"
"3207","GO:0008553","proton-exporting ATPase activity, phosphorylative mechanism","MF"
"3208","GO:0008558","ATPase-coupled guanine transmembrane transporter activity","MF"
"3209","GO:0008559","ATPase-coupled xenobiotic transmembrane transporter activity","MF"
"3210","GO:0008568","microtubule-severing ATPase activity","MF"
"3211","GO:0008569","ATP-dependent microtubule motor activity, minus-end-directed","MF"
"3212","GO:0008574","ATP-dependent microtubule motor activity, plus-end-directed","MF"
"3213","GO:0008579","JUN kinase phosphatase activity","MF"
"3214","GO:0008582","regulation of synaptic growth at neuromuscular junction","BP"
"3215","GO:0008583","mystery cell differentiation","BP"
"3216","GO:0008584","male gonad development","BP"
"3217","GO:0008585","female gonad development","BP"
"3218","GO:0008586","imaginal disc-derived wing vein morphogenesis","BP"
"3219","GO:0008587","imaginal disc-derived wing margin morphogenesis","BP"
"3220","GO:0008589","regulation of smoothened signaling pathway","BP"
"3221","GO:0008593","regulation of Notch signaling pathway","BP"
"3222","GO:0008594","photoreceptor cell morphogenesis","BP"
"3223","GO:0008595","anterior/posterior axis specification, embryo","BP"
"3224","GO:0008597","calcium-dependent protein serine/threonine phosphatase regulator activity","MF"
"3225","GO:0008603","cAMP-dependent protein kinase regulator activity","MF"
"3226","GO:0008607","phosphorylase kinase regulator activity","MF"
"3227","GO:0008608","attachment of spindle microtubules to kinetochore","BP"
"3228","GO:0008609","alkylglycerone-phosphate synthase activity","MF"
"3229","GO:0008610","lipid biosynthetic process","BP"
"3230","GO:0008611","ether lipid biosynthetic process","BP"
"3231","GO:0008612","peptidyl-lysine modification to peptidyl-hypusine","BP"
"3232","GO:0008614","pyridoxine metabolic process","BP"
"3233","GO:0008615","pyridoxine biosynthetic process","BP"
"3234","GO:0008616","queuosine biosynthetic process","BP"
"3235","GO:0008622","epsilon DNA polymerase complex","CC"
"3236","GO:0008623","CHRAC","CC"
"3237","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","BP"
"3238","GO:0008626","granzyme-mediated apoptotic signaling pathway","BP"
"3239","GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress","BP"
"3240","GO:0008628","hormone-mediated apoptotic signaling pathway","BP"
"3241","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"3242","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","BP"
"3243","GO:0008635","activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c","BP"
"3244","GO:0008637","apoptotic mitochondrial changes","BP"
"3245","GO:0008641","ubiquitin-like modifier activating enzyme activity","MF"
"3246","GO:0008643","carbohydrate transport","BP"
"3247","GO:0008645","hexose transmembrane transport","BP"
"3248","GO:0008649","rRNA methyltransferase activity","MF"
"3249","GO:0008650","rRNA (uridine-2'-O-)-methyltransferase activity","MF"
"3250","GO:0008652","cellular amino acid biosynthetic process","BP"
"3251","GO:0008654","phospholipid biosynthetic process","BP"
"3252","GO:0008655","pyrimidine-containing compound salvage","BP"
"3253","GO:0008656","cysteine-type endopeptidase activator activity involved in apoptotic process","MF"
"3254","GO:0008658","penicillin binding","MF"
"3255","GO:0008659","(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity","MF"
"3256","GO:0008660","1-aminocyclopropane-1-carboxylate deaminase activity","MF"
"3257","GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase activity","MF"
"3258","GO:0008663","2',3'-cyclic-nucleotide 2'-phosphodiesterase activity","MF"
"3259","GO:0008666","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity","MF"
"3260","GO:0008670","2,4-dienoyl-CoA reductase (NADPH) activity","MF"
"3261","GO:0008672","2-dehydro-3-deoxyglucarate aldolase activity","MF"
"3262","GO:0008674","2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity","MF"
"3263","GO:0008675","2-dehydro-3-deoxy-phosphogluconate aldolase activity","MF"
"3264","GO:0008677","2-dehydropantoate 2-reductase activity","MF"
"3265","GO:0008682","2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity","MF"
"3266","GO:0008683","2-oxoglutarate decarboxylase activity","MF"
"3267","GO:0008685","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity","MF"
"3268","GO:0008686","3,4-dihydroxy-2-butanone-4-phosphate synthase activity","MF"
"3269","GO:0008689","3-demethylubiquinone-9 3-O-methyltransferase activity","MF"
"3270","GO:0008690","3-deoxy-manno-octulosonate cytidylyltransferase activity","MF"
"3271","GO:0008691","3-hydroxybutyryl-CoA dehydrogenase activity","MF"
"3272","GO:0008692","3-hydroxybutyryl-CoA epimerase activity","MF"
"3273","GO:0008693","3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity","MF"
"3274","GO:0008700","4-hydroxy-2-oxoglutarate aldolase activity","MF"
"3275","GO:0008701","4-hydroxy-2-oxovalerate aldolase activity","MF"
"3276","GO:0008703","5-amino-6-(5-phosphoribosylamino)uracil reductase activity","MF"
"3277","GO:0008705","methionine synthase activity","MF"
"3278","GO:0008707","4-phytase activity","MF"
"3279","GO:0008709","cholate 7-alpha-dehydrogenase activity","MF"
"3280","GO:0008714","AMP nucleosidase activity","MF"
"3281","GO:0008718","D-amino-acid dehydrogenase activity","MF"
"3282","GO:0008720","D-lactate dehydrogenase activity","MF"
"3283","GO:0008721","D-serine ammonia-lyase activity","MF"
"3284","GO:0008725","DNA-3-methyladenine glycosylase activity","MF"
"3285","GO:0008728","GTP diphosphokinase activity","MF"
"3286","GO:0008732","L-allo-threonine aldolase activity","MF"
"3287","GO:0008740","L-rhamnose isomerase activity","MF"
"3288","GO:0008743","L-threonine 3-dehydrogenase activity","MF"
"3289","GO:0008744","L-xylulokinase activity","MF"
"3290","GO:0008745","N-acetylmuramoyl-L-alanine amidase activity","MF"
"3291","GO:0008746","NAD(P)+ transhydrogenase activity","MF"
"3292","GO:0008747","N-acetylneuraminate lyase activity","MF"
"3293","GO:0008750","NAD(P)+ transhydrogenase (AB-specific) activity","MF"
"3294","GO:0008753","NADPH dehydrogenase (quinone) activity","MF"
"3295","GO:0008756","o-succinylbenzoate-CoA ligase activity","MF"
"3296","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","MF"
"3297","GO:0008761","UDP-N-acetylglucosamine 2-epimerase activity","MF"
"3298","GO:0008763","UDP-N-acetylmuramate-L-alanine ligase activity","MF"
"3299","GO:0008765","UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity","MF"
"3300","GO:0008767","UDP-galactopyranose mutase activity","MF"
"3301","GO:0008768","UDP-sugar diphosphatase activity","MF"
"3302","GO:0008770","[acyl-carrier-protein] phosphodiesterase activity","MF"
"3303","GO:0008775","acetate CoA-transferase activity","MF"
"3304","GO:0008776","acetate kinase activity","MF"
"3305","GO:0008777","acetylornithine deacetylase activity","MF"
"3306","GO:0008783","agmatinase activity","MF"
"3307","GO:0008784","alanine racemase activity","MF"
"3308","GO:0008785","alkyl hydroperoxide reductase activity","MF"
"3309","GO:0008786","allose 6-phosphate isomerase activity","MF"
"3310","GO:0008789","altronate dehydratase activity","MF"
"3311","GO:0008792","arginine decarboxylase activity","MF"
"3312","GO:0008793","aromatic-amino-acid:2-oxoglutarate aminotransferase activity","MF"
"3313","GO:0008794","arsenate reductase (glutaredoxin) activity","MF"
"3314","GO:0008797","aspartate ammonia-lyase activity","MF"
"3315","GO:0008800","beta-lactamase activity","MF"
"3316","GO:0008802","betaine-aldehyde dehydrogenase activity","MF"
"3317","GO:0008804","carbamate kinase activity","MF"
"3318","GO:0008806","carboxymethylenebutenolidase activity","MF"
"3319","GO:0008807","carboxyvinyl-carboxyphosphonate phosphorylmutase activity","MF"
"3320","GO:0008808","cardiolipin synthase activity","MF"
"3321","GO:0008810","cellulase activity","MF"
"3322","GO:0008812","choline dehydrogenase activity","MF"
"3323","GO:0008817","cob(I)yrinic acid a,c-diamide adenosyltransferase activity","MF"
"3324","GO:0008821","crossover junction endodeoxyribonuclease activity","MF"
"3325","GO:0008825","cyclopropane-fatty-acyl-phospholipid synthase activity","MF"
"3326","GO:0008828","dATP pyrophosphohydrolase activity","MF"
"3327","GO:0008830","dTDP-4-dehydrorhamnose 3,5-epimerase activity","MF"
"3328","GO:0008831","dTDP-4-dehydrorhamnose reductase activity","MF"
"3329","GO:0008832","dGTPase activity","MF"
"3330","GO:0008834","di-trans,poly-cis-decaprenylcistransferase activity","MF"
"3331","GO:0008835","diaminohydroxyphosphoribosylaminopyrimidine deaminase activity","MF"
"3332","GO:0008836","diaminopimelate decarboxylase activity","MF"
"3333","GO:0008839","4-hydroxy-tetrahydrodipicolinate reductase","MF"
"3334","GO:0008840","4-hydroxy-tetrahydrodipicolinate synthase activity","MF"
"3335","GO:0008841","dihydrofolate synthase activity","MF"
"3336","GO:0008843","endochitinase activity","MF"
"3337","GO:0008852","exodeoxyribonuclease I activity","MF"
"3338","GO:0008853","exodeoxyribonuclease III activity","MF"
"3339","GO:0008855","exodeoxyribonuclease VII activity","MF"
"3340","GO:0008859","exoribonuclease II activity","MF"
"3341","GO:0008860","ferredoxin-NAD+ reductase activity","MF"
"3342","GO:0008861","formate C-acetyltransferase activity","MF"
"3343","GO:0008863","formate dehydrogenase (NAD+) activity","MF"
"3344","GO:0008865","fructokinase activity","MF"
"3345","GO:0008873","gluconate 2-dehydrogenase activity","MF"
